frame,label,confidence,x1,y1,x2,y2
0,car,0.7914618253707886,0.0,42.62910842895508,89.3725357055664,75.79195404052734
0,car,0.7263084650039673,402.8382873535156,24.582286834716797,458.45550537109375,50.10487365722656
0,car,0.6662980318069458,56.50697708129883,40.472503662109375,117.62159729003906,68.13408660888672
0,car,0.6395941972732544,175.011474609375,30.19135856628418,254.0039825439453,58.18516540527344
0,person,0.4900059700012207,178.17562866210938,56.01361846923828,193.312255859375,86.27702331542969
0,person,0.2864791452884674,456.570556640625,20.177305221557617,470.7669982910156,40.38796615600586
1,car,0.800797164440155,0.0,42.73058319091797,87.88433074951172,76.8081283569336
1,car,0.6719164848327637,58.131202697753906,40.487369537353516,119.36888122558594,68.0628433227539
1,car,0.6275008916854858,403.9974670410156,25.045743942260742,459.8332824707031,49.54096984863281
1,car,0.6082574129104614,176.2801513671875,30.420318603515625,257.34820556640625,60.01322937011719
1,person,0.4818446636199951,176.70944213867188,55.64978790283203,191.87657165527344,86.89698791503906
2,car,0.786283016204834,178.62998962402344,30.38365364074707,258.39984130859375,60.177024841308594
2,car,0.7747752070426941,0.0,42.67844772338867,86.03083038330078,76.1544418334961
2,car,0.6488674879074097,59.76402282714844,41.52666473388672,118.99857330322266,68.62857818603516
2,car,0.6089156866073608,406.3691711425781,25.741132736206055,461.1914978027344,49.62913513183594
2,person,0.4368731379508972,175.79808044433594,55.671348571777344,191.53785705566406,86.7544174194336
2,car,0.4004640281200409,58.110328674316406,41.380531311035156,119.06421661376953,80.39952850341797
3,car,0.7696933150291443,0.0,43.0124397277832,71.61062622070312,77.07140350341797
3,car,0.761107325553894,181.994140625,30.201814651489258,261.5425720214844,59.487117767333984
3,car,0.6320652961730957,410.8190612792969,26.08702278137207,462.06683349609375,49.669654846191406
3,car,0.6311783790588379,60.863590240478516,41.571102142333984,119.00086212158203,67.71046447753906
3,person,0.36751583218574524,174.0413055419922,54.48280334472656,189.2587890625,87.30375671386719
3,person,0.3617103695869446,464.37127685546875,20.724119186401367,478.9765319824219,40.41740036010742
3,person,0.26418253779411316,92.63274383544922,57.083457946777344,104.77556610107422,86.98626708984375
4,car,0.7663824558258057,0.0,43.06523132324219,85.58523559570312,77.04412078857422
4,car,0.7381090521812439,185.10877990722656,29.74715805053711,263.2318115234375,58.541255950927734
4,car,0.667063295841217,411.46258544921875,24.78251075744629,465.21197509765625,50.13117599487305
